行业,企业名称,统一社会信用代码,烟尘（千克）,二氧化硫（千克）,氮氧化物（千克）,年份,月份
"工业园区	","柏乡县晨光热力有限公司	","91130524MA08KUMQ80	","45.479000	","2.309000	","646.339000	",2023,4
"其他具体行业	","柏乡县宏港热力有限公司	","91130524MA08KY3A7X	","15.681000	","8.136700	","598.086700	",2023,4
"生物发电	","柏乡县热华能源科技有限公司	","91130524MA08UFDX19	","63.601000	","40.738000	","368.319000	",2023,4
"新型建材	","柏乡县拥军新型墙体砖制造有限公司	","911305243360021223	","9.485000	","147.384000	","232.253000	",2023,4
"钢铁	","德龙钢铁有限公司	","911305007575188644	","6021.431000	","8224.930000	","60688.676000	",2023,4
"橡胶	","广宗县昌盛橡塑制品厂	","92130531MA08WA9A50	","11.414718	","0.000000	","0.000000	",2023,4
"新型建材	","广宗县广远建材有限公司	","911305313479883884	","24.520000	","107.182000	","610.390000	",2023,4
"橡胶	","广宗县恒升橡胶制品厂	","92130531MA0CX6U3XE	","67.239352	","0.000000	","0.000000	",2023,4
"橡胶	","广宗县吉达橡胶有限公司	","91130531MA07K2NB4Q	","300.865000	","0.000000	","0.000000	",2023,4
"橡胶	","广宗县金海橡胶制品厂	","92130531MA08W9BE8H	","32.541077	","0.000000	","0.000000	",2023,4
"火电	","广宗县金腾热力有限公司	","91130531058191890F	","72.479000	","458.167000	","535.175000	",2023,4
"橡胶	","广宗县盛乾车业有限责任公司	","91130531MA0DWQMN2C	","9.390352	","0.000000	","0.000000	",2023,4
"热力生产和供应	","广宗县万热力达供热有限公司	","911305310982923628	","98.031000	","671.287000	","961.436900	",2023,4
"橡胶	","广宗县艺康橡塑厂	","91130531M0A93MC249	","5.766525	","0.000000	","0.000000	",2023,4
"火电	","国家电投集团宁晋热电有限公司	","91130528078773783A	","94.262000	","745.458000	","157.128000	",2023,4
"生物发电	","国能南宫生物发电有限公司	","9113058168928142X4	","46.221000	","23.371000	","470.622000	",2023,4
"生物发电	","国能威县生物发电有限公司	","91130533789843063T	","0.000000	","0.000000	","0.000000	",2023,4
"热力生产和供应	","河北安米诺氨基酸科技有限责任公司清河热力供应处	","91130534MA0DXJ1K09	","19.574566	","6.122925	","31.861854	",2023,4
"电力	","河北崇羌热力有限公司	","91130533570057850D	","0.000000	","0.000000	","0.000000	",2023,4
"玻璃	","河北德金玻璃有限公司	","91130582777729036T	","875.712000	","3121.015000	","9888.829000	",2023,4
"固体废物处理厂	","河北德谦环保科技有限公司	","91130500567357035L	","0.000000	","0.000000	","0.000000	",2023,4
"陶瓷	","河北德尚瓷业有限公司	","91130525575546258E	","6.594000	","76.284000	","171.102000	",2023,4
"玻璃	","河北东兴玻璃有限公司	","91130582782599045W	","34.676000	","57.579000	","451.451000	",2023,4
"化肥	","河北高盛化肥有限公司	","911305325576968850	","4.820000	","0.000000	","0.000000	",2023,4
"新型建材	","河北和睦建筑材料有限公司	","91130528347646329H	","1.454850	","1.111090	","43.051560	",2023,4
"化工	","河北宏光玻璃材料有限公司	","911305826690505445	","0.291000	","32.339000	","25.725000	",2023,4
"新型建材	","河北宏谦建材有限公司	","91130526347884300C	","40.915000	","466.240000	","1393.208000	",2023,4
"新型建材	","河北宏旺桥耐火材料有限公司	","91130522MA07KKP49G	","13.421189	","124.468031	","413.743284	",2023,4
"其他具体行业	","河北鸿图锌业有限公司	","91130522777748528P	","4.537000	","5.136000	","44.768000	",2023,4
"其他具体行业	","河北鸿源再生资源回收有限公司	","91130535MA09MH5E8J	","2.048000	","1.015300	","11.622600	",2023,4
"橡胶	","河北互为橡胶科技有限公司	","91130529MA0D6CGM6E	","187.220000	","0.000000	","0.000000	",2023,4
"玻璃	","河北冀中新材料有限公司	","91130582MA0DN1UP2N	","22.179200	","23.720700	","719.726400	",2023,4
"化工	","河北建滔能源发展有限公司	","91130500752420462K	","65.628500	","583.807200	","722.017100	",2023,4
"火电	","河北建投沙河发电有限责任公司	","91130582687024809Y	","3564.094200	","28658.190000	","36526.309000	",2023,4
"火电	","河北健民淀粉糖业有限公司	","911305287415091621	","0.000000	","0.000000	","0.000000	",2023,4
"新型建材	","河北金舵岩棉制品有限公司	","9113052258967738XQ	","0.000000	","0.000000	","0.000000	",2023,4
"新型建材	","河北金冠建材有限公司	","91130527067015848J	","118.405000	","964.997000	","2201.790000	",2023,4
"玻璃	","河北金宏阳太阳能科技股份有限公司	","91130500561968599W	","141.764000	","90.390700	","3574.173300	",2023,4
"水泥	","河北金隆水泥集团有限公司	","911305256010575637	","299.283000	","729.844000	","5051.698000	",2023,4
"化工	","河北金牛旭阳化工有限公司	","91130521673215778U	","24.496000	","15.945000	","390.185300	",2023,4
"其他具体行业	","河北金沙河面业集团有限责任公司	","911305827009444834	","76.381600	","325.906000	","215.116000	",2023,4
"生活垃圾焚烧	","河北锦宝石循环资源开发集团有限公司	","91130524MA09YJWJ1J	","59.751700	","271.881300	","1613.985300	",2023,4
"其他具体行业	","河北锦好热力有限公司	","911305240849607026	","0.000000	","0.000000	","0.000000	",2023,4
"化工	","河北九木生物科技有限公司	","91130533073708691M	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","河北凯山新能源科技有限公司	","911305825689412410	","91.488000	","200.512000	","2081.584000	",2023,4
"化工	","河北康丰木业有限公司	","91130506588190000A	","27.802100	","129.377000	","808.497000	",2023,4
"化工	","河北六合化工有限公司	","91130528336171508M	","0.000000	","24.311000	","0.000000	",2023,4
"化工	","河北茂盛农业科技开发股份有限公司	","91130500757525175J	","37.449000	","272.838000	","516.497000	",2023,4
"其他具体行业	","河北镁神科技股份有限公司	","911305316610547945	","0.097200	","0.051700	","0.558100	",2023,4
"火电	","河北宁纺集团有限责任公司	","911305286014275874	","13.866000	","90.628000	","152.715000	",2023,4
"其他具体行业	","河北宁鸣清洁能源有限公司平乡县分公司	","91130532MAE1B58590	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","河北商耐新材料科技有限公司	","91130522MA0989PX2C	","9.542000	","227.674000	","900.826000	",2023,4
"化工	","河北深茂新材料科技有限公司	","9113050667030656X9	","100.753200	","187.689900	","539.891200	",2023,4
"化工	","河北省沙河市恒高化工有限公司	","91130582732904638D	","18.386000	","97.254000	","166.956000	",2023,4
"橡胶	","河北泰能鸿森医疗科技有限公司	","91130581054013624U	","27.034334	","31.425039	","357.722773	",2023,4
"其他具体行业	","河北特正达建筑材料有限公司	","91130528MA07K6KX63	","84.741000	","1524.872000	","2311.732000	",2023,4
"碳素	","河北翔九石墨股份有限公司	","911305210922986910	","9.712000	","83.975000	","147.407000	",2023,4
"水泥	","河北新盈科创钙业股份有限公司	","91130500MA07K0XU82	","0.000000	","0.000000	","0.000000	",2023,4
"玻璃	","河北鑫利玻璃有限公司	","91130582779196018C	","243.270000	","325.213000	","4097.992000	",2023,4
"新型建材	","河北邢台新兴墙材有限公司	","91130521105914597F	","63.740000	","328.406000	","363.073700	",2023,4
"化工	","河北邢台冶金镁业有限公司	","9113052170078730XT	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","河北邢州耐火材料有限公司	","91130522788660337M	","0.000000	","0.000000	","0.000000	",2023,4
"橡胶	","河北禹工工程橡胶有限公司	","911305313476928191	","66.646585	","0.000000	","0.000000	",2023,4
"其他具体行业	","河北岳腾热力有限公司分厂	","91130532MA7BXHYE28	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","河北云筒环保科技有限公司	","91130528MA097M8H3K	","3.001100	","6.918000	","97.914000	",2023,4
"玻璃	","河北正大玻璃有限公司	","911305827603270227	","403.986000	","470.368000	","3644.612000	",2023,4
"水泥	","河北中达集团有限责任公司	","911305007006319970	","235.157000	","691.993136	","6083.616200	",2023,4
"焦化	","河北中煤旭阳能源有限公司	","9113052175548818XG	","1695.022000	","4083.497400	","4858.060000	",2023,4
"其他具体行业	","河北中仁化肥集团有限公司	","911305285881780959	","2.728000	","0.000000	","0.000000	",2023,4
"固体废物处理厂	","河北中润生态环保有限公司	","91130100760317983E	","7.050000	","7.200000	","563.150000	",2023,4
"化工	","河北卓泰肥业有限公司	","91130523081305171D	","0.000000	","0.000000	","0.000000	",2023,4
"火电	","冀中能源股份有限公司东庞矿矸石热电厂	","91130500766638198R	","35.612600	","46.968800	","899.330100	",2023,4
"火电	","冀中能源股份有限公司章村矿矸石热电厂	","91130582766631359A	","0.000000	","0.000000	","0.000000	",2023,4
"火电	","建投邢台热电有限责任公司	","911305273198198866	","2027.453700	","14367.440600	","19468.249500	",2023,4
"其他服务类	","巨鹿县奥联热力有限公司	","911305293200680982	","0.000000	","0.000000	","0.000000	",2023,4
"其他服务类	","巨鹿县德诚通热力有限公司	","91130529MA07NB6L93	","0.000000	","0.000000	","0.000000	",2023,4
"新型建材	","巨鹿县滏阳新区墙体材料厂	","92130529MA0BQJLC2X	","0.000000	","0.000000	","0.000000	",2023,4
"新型建材	","巨鹿县华筑建材厂	","91130529336011141T	","214.008000	","201.184000	","2042.784000	",2023,4
"生活垃圾焚烧	","巨鹿县聚力环保有限公司	","91130529070826254C	","516.111000	","8210.821800	","19232.996900	",2023,4
"新型建材	","巨鹿县强瑞墙体材料厂	","92130529MA09LDPK8G	","322.302000	","500.857000	","2015.924000	",2023,4
"新型建材	","巨鹿县鑫垚墙体材料厂（普通合伙）	","91130529MA07MK2W21	","0.000000	","0.000000	","0.000000	",2023,4
"橡胶	","巨鹿县卓利程橡胶制品有限公司	","91130529087276981J	","2.399596	","0.000000	","0.000000	",2023,4
"其他具体行业	","卡博特旭阳化工（邢台）有限公司	","91130500576771211U	","73.169570	","992.069900	","1839.855900	",2023,4
"水泥	","奎山水泥有限公司	","911305256958719443	","382.681529	","843.326000	","5918.640000	",2023,4
"其他具体行业	","临城东能热力有限公司	","91130522308458560D	","3.784000	","21.017000	","108.917000	",2023,4
"其他具体行业	","临城科信耐材有限公司	","9113052268139215XP	","7.218000	","221.680000	","497.966000	",2023,4
"其他具体行业	","临城县圣火耐火材料有限公司	","91130522694698094G	","5.684000	","196.906000	","446.410000	",2023,4
"建筑及工业物料堆场	","临城县信友耐火材料有限公司	","91130522MA07TDXG8N	","5.832100	","299.088000	","637.831000	",2023,4
"水泥	","临城中联福石水泥有限公司	","911305226010809233	","502.060900	","695.292100	","5951.931400	",2023,4
"水泥	","临城中联水泥有限公司	","91130522766646665Y	","634.323500	","432.502900	","6393.116800	",2023,4
"电力	","临西县福皓热力有限公司	","91130535308327173T	","29.888000	","100.069000	","2862.696000	",2023,4
"其他具体行业	","临西县茂盛建材厂	","91130535MA07R7MP4U	","110.300000	","862.700000	","280.260000	",2023,4
"新型建材	","临西县盛通建材厂	","92130535MA09KM1M0L	","139.570000	","611.020000	","337.060000	",2023,4
"新型建材	","临西县兴安建材厂	","91130535347646986L	","12.340000	","461.880000	","137.690000	",2023,4
"化工	","龙星化工股份有限公司	","91130500769806003D	","598.670930	","974.370600	","7493.952300	",2023,4
"火电	","隆尧天唯热电有限公司	","91130525758926624M	","83.049300	","813.574400	","1257.202100	",2023,4
"新型建材	","隆尧县盛昌制砖厂	","91130525077487793N	","4.901600	","92.093100	","330.032000	",2023,4
"新型建材	","隆尧县兴瑞建筑材料有限公司	","91130525096741224H	","48.447000	","65.590000	","165.284300	",2023,4
"其他具体行业	","隆尧县亚旭制砖厂	","911305255968148807	","33.232000	","136.694000	","94.054000	",2023,4
"新型建材	","隆尧县占召制砖厂（普通合伙）	","911305250872529128	","54.430000	","102.357000	","76.909000	",2023,4
"石灰和石膏制造	","内丘县明磊石灰厂	","911305235809747597	","2.769000	","9.214056	","367.789128	",2023,4
"其他具体行业	","南宫市聚纯炭素有限公司	","91130581056508428J	","0.358000	","5.314000	","3.670000	",2023,4
"其他服务类	","南宫市联森热力有限公司	","91130581MA09WU9X9X	","0.000000	","0.000000	","0.000000	",2023,4
"新型建材	","南和县长恒建材有限公司	","91130527566184304R	","72.764000	","328.696410	","1215.950080	",2023,4
"玻璃	","南和县长红玻璃有限公司	","91130527795485485G	","144.987000	","134.972000	","1937.549000	",2023,4
"新型建材	","南和县顺发建材有限公司	","911305273296582112	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","宁晋县峰永建筑材料有限公司	","91130528347679358E	","92.815000	","231.053000	","589.846000	",2023,4
"生活垃圾焚烧	","宁晋县嘉伟环保科技有限公司	","91130528MA0E6DXD45	","29.283000	","455.558000	","1510.183000	",2023,4
"新型建材	","宁晋县佑良建筑材料有限公司	","911305283363328778	","91.811000	","314.116000	","2035.425000	",2023,4
"其他具体行业	","宁晋县元帮热力有限公司	","91130528MA08DKFC3K	","0.000000	","0.000000	","0.000000	",2023,4
"新型建材	","平乡县百盛新型建材有限公司	","91130532336288562Y	","65.135700	","655.269100	","1952.664900	",2023,4
"新型建材	","平乡县鼎旺建筑材料厂	","91130532MA07TMTJ1B	","102.971000	","729.843400	","917.498244	",2023,4
"新型建材	","平乡县工盛新型材料有限公司	","91130532347726070M	","50.932000	","181.834138	","1907.089446	",2023,4
"新型建材	","平乡县金通新型建筑材料有限公司	","91130532MA07PA7P6D	","113.793000	","607.912965	","2259.637093	",2023,4
"新型建材	","平乡县磊鑫新型建材有限公司	","91130532336355016F	","61.088000	","342.534481	","1023.189542	",2023,4
"新型建材	","平乡县岭东新型建材有限公司	","911305323585243004	","38.730000	","197.495685	","938.592040	",2023,4
"其他具体行业	","清河县万顺热力供应有限公司	","91130534MA07KU9W3D	","25.663270	","13.532745	","128.893783	",2023,4
"新型建材	","清河县永正新型建材厂	","92130534MA08MX8B5R	","16.015000	","728.598000	","364.035000	",2023,4
"新型建材	","任县大宋乡机制砖厂	","91130526107442191N	","120.460400	","83.789800	","742.855600	",2023,4
"新型建材	","任县冯村砖厂	","92130526MA0AEJPW5D	","47.867400	","280.624200	","652.556400	",2023,4
"新型建材	","任县龙发空心砖生产有限公司	","91130526058179760R	","40.780000	","22.590000	","152.530000	",2023,4
"生活垃圾焚烧	","沙河海创环保科技有限责任公司	","91130582MA0E03PJ2H	","341.924600	","1106.552700	","6230.353300	",2023,4
"玻璃	","沙河市安全实业有限公司	","9113058272879435X3	","686.270900	","746.451700	","10999.364400	",2023,4
"玻璃	","沙河市长城玻璃有限公司	","91130582789805526T	","454.031000	","142.219000	","4430.319000	",2023,4
"玻璃	","沙河市鸿昇玻璃有限公司	","911305827603268207	","126.087000	","274.726000	","1959.004000	",2023,4
"新型建材	","沙河市润龙建材有限公司	","91130582MA07UFPP19	","99.169200	","524.194000	","1362.587000	",2023,4
"水泥	","沙河市双基水泥有限公司	","91130582692070893J	","1006.251000	","539.243000	","10789.239000	",2023,4
"化工	","沙河市永福糠醛厂	","91130582732896244W	","55.264000	","61.648000	","259.627000	",2023,4
"其他具体行业	","沙河市永固建材有限责任公司	","91130582308105247Q	","31.101000	","543.571000	","1707.677000	",2023,4
"其他具体行业	","沙河市中建新型建材有限公司	","91130582MA07M05H4B	","71.690000	","350.545000	","2052.501000	",2023,4
"新型建材	","威县庆升建材加工厂	","92130533MA081Q625P	","79.588000	","411.599000	","397.659000	",2023,4
"生活垃圾焚烧	","威县深能环保有限公司	","91130533MA0DQ22B9R	","475.116000	","2565.393700	","5420.777700	",2023,4
"新型建材	","威县奕臻建筑材料有限公司	","91130533MA07NAYTX1	","69.600000	","2092.230000	","3148.602000	",2023,4
"其他具体行业	","邢台德贵纳米材料科技有限公司	","91130521MA07UEDU38	","118.230000	","289.240000	","2604.661000	",2023,4
"钢铁	","邢台钢铁有限责任公司	","91130500105783910L	","4313.339900	","14023.231000	","24787.858600	",2023,4
"火电	","邢台国泰发电有限责任公司	","91130500752441650E	","1396.686000	","15578.769900	","20775.953300	",2023,4
"橡胶	","邢台国运工贸有限公司	","9113052668433326XK	","36.830900	","0.000000	","0.000000	",2023,4
"化工	","邢台恒源化工集团有限公司	","911305007158695947	","0.000000	","552.151100	","0.000000	",2023,4
"造纸及纸制品业	","邢台鸿鑫泰纸业有限公司	","91130501MABLURRB58	","0.931000	","4.533000	","274.590000	",2023,4
"其他具体行业	","邢台嘉泰环保科技有限公司	","9113058134782800X8	","20.779100	","23.448800	","153.561200	",2023,4
"水泥	","邢台建德水泥有限公司	","911305216892502367	","381.888200	","135.801900	","4274.365300	",2023,4
"化工	","邢台金丰能源科技有限公司	","911305237589086297	","333.965800	","921.462100	","1349.353100	",2023,4
"新型建材	","邢台金牛玻纤有限责任公司	","91130502677360913Y	","4.275900	","84.146300	","162.414100	",2023,4
"其他具体行业	","邢台金沙河面业有限责任公司	","91130527799564308G	","71.103000	","88.524000	","294.854000	",2023,4
"水泥	","邢台金隅冀东水泥有限公司	","911305226992296922	","589.296500	","1914.533600	","11177.982700	",2023,4
"水泥	","邢台金隅冀东水泥有限公司牛山分公司	","911305220849570874	","335.627600	","953.720400	","10579.816900	",2023,4
"水泥	","邢台金隅咏宁水泥有限公司	","91130582308286885G	","891.972300	","54.838000	","7478.225000	",2023,4
"其他具体行业	","邢台聚隆燃气有限责任公司（隆尧热源站）	","911305000911098953	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","邢台劳特斯新材料科技有限公司	","91130581MA0EDCKP5G	","46.512000	","17.031000	","12.115000	",2023,4
"其他具体行业	","邢台民源纸业有限公司	","91130501MA0E8E888P	","0.000000	","0.000000	","0.000000	",2023,4
"化工	","邢台庆华再生资源利用有限公司	","9113052255909655XK	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","邢台荣鑫热力有限公司	","91130525MA0A32NY2C	","12.333200	","192.665500	","703.630000	",2023,4
"其他具体行业	","邢台市福德纸业有限公司	","91130501MA0EN6693G	","9.555000	","0.116000	","118.908000	",2023,4
"固体废物处理厂	","邢台市嘉德恒信医疗废物处置有限公司	","91130526693493521N	","0.000000	","0.000000	","0.000000	",2023,4
"新型建材	","邢台市金泳新型建材有限公司	","91130501MAC7GBENXR	","142.651742	","1221.763884	","934.674564	",2023,4
"化工	","邢台市茂新化工产品有限公司	","911305305909673848	","36.332328	","816.873765	","1502.794789	",2023,4
"橡胶	","邢台市双雄橡胶制品有限公司	","91130529561994367K	","2.644000	","0.000000	","0.000000	",2023,4
"其他具体行业	","邢台市新锦纸业有限公司	","91130501MA7N8T409J	","13.370000	","8.700000	","440.067000	",2023,4
"新型建材	","邢台市众源建筑材料有限公司	","91130506MA07MXWR82	","44.284000	","395.425000	","379.188000	",2023,4
"铸造	","邢台曙光轧辊有限公司	","9113050174153056XD	","74.119930	","0.000000	","0.000000	",2023,4
"铸造	","邢台顺企机械有限公司	","91130523050990591T	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","邢台通利光缆材料科技有限公司	","91130521559089640X	","3.850124	","1.659605	","93.618716	",2023,4
"新型建材	","邢台县马河育才煤矸石烧结多孔砖厂	","92130521MA08HJNW7P	","68.020000	","445.290000	","381.495000	",2023,4
"其他具体行业	","邢台县旭东工贸有限责任公司	","911305217777387419	","0.000000	","0.000000	","0.000000	",2023,4
"其他具体行业	","邢台新翔金属材料科技股份有限公司	","911305007651704236	","8.816200	","9.010700	","248.463300	",2023,4
"化工	","邢台旭阳化工有限公司	","91130500092858396H	","22.622000	","847.211000	","3118.754900	",2023,4
"化工	","邢台旭阳煤化工有限公司	","91130500787010754W	","39.696000	","402.052000	","1204.670000	",2023,4
"水泥	","邢台中联水泥有限公司	","91130523772796993X	","361.542600	","536.505327	","2963.763400	",2023,4
"石灰和石膏制造	","邢台中邱石灰有限责任公司	","91130523560462297H	","7.442000	","20.004039	","110.357279	",2023,4
"橡胶	","优科豪马轮胎工业(邢台)有限公司	","91130500567354539P	","0.000000	","0.000000	","63.755100	",2023,4
"橡胶	","优科豪马轮胎工业（河北）有限公司	","91130500789814078H	","0.000000	","0.000000	","0.000000	",2023,4
"火电	","玉锋实业集团有限公司	","91130528601068705W	","1127.493000	","2023.341900	","7279.717100	",2023,4
"铸造	","远大阀门集团有限公司	","91130525721609633G	","5.854000	","0.000000	","0.000000	",2023,4
"铸造	","中钢集团邢台机械轧辊有限公司	","91130500105780461T	","976.648600	","0.000000	","20.419800	",2023,4
"其他具体行业	","中环寰慧（南宫）节能热力有限公司	","91130581069428451H	","1.072000	","5.058000	","34.797000	",2023,4
"热力生产和供应	","中煤科工邢台清洁能源有限公司	","91130534MA0FE4X40L	","18.316571	","84.699078	","231.029882	",2023,4
"化工	","柏乡君和化工有限公司	","91130524766632810X	","68.312000	","264.323000	","363.209400	",2023,5
"其他具体行业	","柏乡县昌华热力有限公司	","91130524398865687N	","97.989000	","57.053000	","313.011000	",2023,5
"工业园区	","柏乡县晨光热力有限公司	","91130524MA08KUMQ80	","48.149000	","12.101000	","794.797000	",2023,5
"其他具体行业	","柏乡县宏港热力有限公司	","91130524MA08KY3A7X	","17.340000	","4.793900	","498.533100	",2023,5
"生物发电	","柏乡县热华能源科技有限公司	","91130524MA08UFDX19	","3.457000	","1.959000	","23.751000	",2023,5
"新型建材	","柏乡县拥军新型墙体砖制造有限公司	","911305243360021223	","63.275000	","749.127000	","1950.752000	",2023,5
"钢铁	","德龙钢铁有限公司	","911305007575188644	","6627.490000	","13204.165000	","64157.766000	",2023,5
"橡胶	","广宗县昌盛橡塑制品厂	","92130531MA08WA9A50	","7.025747	","0.000000	","0.000000	",2023,5
"新型建材	","广宗县广远建材有限公司	","911305313479883884	","0.000000	","0.000000	","0.000000	",2023,5
"橡胶	","广宗县恒升橡胶制品厂	","92130531MA0CX6U3XE	","16.270833	","0.000000	","0.000000	",2023,5
"橡胶	","广宗县吉达橡胶有限公司	","91130531MA07K2NB4Q	","267.690000	","0.000000	","0.000000	",2023,5
"橡胶	","广宗县金海橡胶制品厂	","92130531MA08W9BE8H	","35.259810	","0.000000	","0.000000	",2023,5
"火电	","广宗县金腾热力有限公司	","91130531058191890F	","61.539000	","466.504000	","536.004000	",2023,5
"橡胶	","广宗县盛乾车业有限责任公司	","91130531MA0DWQMN2C	","1.137606	","0.000000	","0.000000	",2023,5
"热力生产和供应	","广宗县万热力达供热有限公司	","911305310982923628	","69.016000	","704.335000	","931.147000	",2023,5
"橡胶	","广宗县艺康橡塑厂	","91130531M0A93MC249	","6.210813	","0.000000	","0.000000	",2023,5
"火电	","国家电投集团宁晋热电有限公司	","91130528078773783A	","146.078000	","872.264000	","138.298000	",2023,5
"生物发电	","国能南宫生物发电有限公司	","9113058168928142X4	","103.600000	","470.668000	","2974.699000	",2023,5
"生物发电	","国能威县生物发电有限公司	","91130533789843063T	","0.000000	","0.000000	","0.000000	",2023,5
"热力生产和供应	","河北安米诺氨基酸科技有限责任公司清河热力供应处	","91130534MA0DXJ1K09	","8.508194	","8.556846	","149.398257	",2023,5
"电力	","河北崇羌热力有限公司	","91130533570057850D	","0.000000	","0.000000	","0.000000	",2023,5
"玻璃	","河北德金玻璃有限公司	","91130582777729036T	","1010.630000	","4152.007000	","13753.830000	",2023,5
"固体废物处理厂	","河北德谦环保科技有限公司	","91130500567357035L	","0.000000	","0.000000	","0.000000	",2023,5
"陶瓷	","河北德尚瓷业有限公司	","91130525575546258E	","4.105000	","84.992000	","163.539000	",2023,5
"玻璃	","河北东兴玻璃有限公司	","91130582782599045W	","31.610000	","66.020000	","502.868000	",2023,5
"化肥	","河北高盛化肥有限公司	","911305325576968850	","5.837000	","0.000000	","0.000000	",2023,5
"新型建材	","河北和睦建筑材料有限公司	","91130528347646329H	","26.725540	","118.414180	","845.774920	",2023,5
"化工	","河北宏光玻璃材料有限公司	","911305826690505445	","19.585000	","236.389000	","90.949000	",2023,5
"新型建材	","河北宏谦建材有限公司	","91130526347884300C	","36.484000	","303.806000	","1665.905000	",2023,5
"新型建材	","河北宏旺桥耐火材料有限公司	","91130522MA07KKP49G	","16.077007	","245.531927	","1154.311299	",2023,5
"其他具体行业	","河北鸿图锌业有限公司	","91130522777748528P	","3.118000	","4.888000	","26.309000	",2023,5
"其他具体行业	","河北鸿源再生资源回收有限公司	","91130535MA09MH5E8J	","0.286400	","0.081300	","1.721700	",2023,5
"橡胶	","河北互为橡胶科技有限公司	","91130529MA0D6CGM6E	","86.135000	","0.000000	","0.000000	",2023,5
"玻璃	","河北冀中新材料有限公司	","91130582MA0DN1UP2N	","20.454100	","33.655600	","1066.080200	",2023,5
"化工	","河北建滔能源发展有限公司	","91130500752420462K	","51.707600	","853.673200	","791.548600	",2023,5
"火电	","河北建投沙河发电有限责任公司	","91130582687024809Y	","4755.333400	","35397.700000	","46804.647000	",2023,5
"火电	","河北健民淀粉糖业有限公司	","911305287415091621	","0.000000	","0.000000	","0.000000	",2023,5
"新型建材	","河北金舵岩棉制品有限公司	","9113052258967738XQ	","0.000000	","0.000000	","0.000000	",2023,5
"新型建材	","河北金冠建材有限公司	","91130527067015848J	","95.707000	","1014.432000	","2244.479000	",2023,5
"玻璃	","河北金宏阳太阳能科技股份有限公司	","91130500561968599W	","131.538000	","105.451300	","4070.125200	",2023,5
"水泥	","河北金隆水泥集团有限公司	","911305256010575637	","151.822000	","90.131000	","1020.165000	",2023,5
"化工	","河北金牛旭阳化工有限公司	","91130521673215778U	","29.818000	","15.040000	","428.804700	",2023,5
"其他具体行业	","河北金沙河面业集团有限责任公司	","911305827009444834	","54.910400	","276.875000	","248.006000	",2023,5
"生活垃圾焚烧	","河北锦宝石循环资源开发集团有限公司	","91130524MA09YJWJ1J	","246.689000	","866.037400	","3036.180700	",2023,5
"其他具体行业	","河北锦好热力有限公司	","911305240849607026	","0.000000	","0.000000	","0.000000	",2023,5
"化工	","河北九木生物科技有限公司	","91130533073708691M	","0.000000	","0.000000	","0.000000	",2023,5
"其他具体行业	","河北凯山新能源科技有限公司	","911305825689412410	","148.320000	","521.280000	","2418.648000	",2023,5
"化工	","河北康丰木业有限公司	","91130506588190000A	","40.694600	","143.309000	","761.161000	",2023,5
"化工	","河北六合化工有限公司	","91130528336171508M	","0.000000	","0.000000	","0.000000	",2023,5
"化工	","河北茂盛农业科技开发股份有限公司	","91130500757525175J	","77.987000	","286.289000	","460.924000	",2023,5
"其他具体行业	","河北镁神科技股份有限公司	","911305316610547945	","0.317000	","0.487000	","2.549000	",2023,5
"火电	","河北宁纺集团有限责任公司	","911305286014275874	","10.643000	","78.346000	","148.218000	",2023,5
"其他具体行业	","河北宁鸣清洁能源有限公司平乡县分公司	","91130532MAE1B58590	","0.000000	","0.000000	","0.000000	",2023,5
"其他具体行业	","河北商耐新材料科技有限公司	","91130522MA0989PX2C	","3.551000	","279.831000	","769.120000	",2023,5
"化工	","河北深茂新材料科技有限公司	","9113050667030656X9	","102.989100	","165.635100	","386.271800	",2023,5
"化工	","河北省沙河市恒高化工有限公司	","91130582732904638D	","28.869000	","121.899000	","242.335000	",2023,5
"橡胶	","河北泰能鸿森医疗科技有限公司	","91130581054013624U	","2.805320	","2.848384	","220.560865	",2023,5
"其他具体行业	","河北特正达建筑材料有限公司	","91130528MA07K6KX63	","77.258000	","1453.782000	","2310.463000	",2023,5
"碳素	","河北翔九石墨股份有限公司	","911305210922986910	","12.343000	","159.452000	","204.561000	",2023,5
"水泥	","河北新盈科创钙业股份有限公司	","91130500MA07K0XU82	","0.000000	","0.000000	","0.000000	",2023,5
"玻璃	","河北鑫利玻璃有限公司	","91130582779196018C	","243.838000	","252.126000	","4766.706000	",2023,5
"新型建材	","河北邢台新兴墙材有限公司	","91130521105914597F	","142.994200	","677.835600	","1088.056700	",2023,5
"化工	","河北邢台冶金镁业有限公司	","9113052170078730XT	","0.716000	","0.218000	","4.226000	",2023,5
"其他具体行业	","河北邢州耐火材料有限公司	","91130522788660337M	","0.000000	","0.000000	","0.000000	",2023,5
"橡胶	","河北禹工工程橡胶有限公司	","911305313476928191	","36.529700	","0.000000	","0.000000	",2023,5
