date,site,AQI,composite_index,pm10,pm2.5,so2,no2,co,o3
2025/1/6,涉县,51,2.627,52,16,11,27,0.6,67
2025/1/6,馆陶县,51,2.91,52,20,8,38,0.5,62
2025/1/6,南宫市,51,3.033,52,20,12,39,0.5,67
2025/1/6,海港区,50,2.818,41,24,5,40,0.5,54
2025/1/6,信都区,50,2.435,50,16,8,24,0.6,61
2025/1/6,任丘市,50,2.713,41,15,13,40,0.4,61
2025/1/6,枣强县,49,2.566,49,18,8,27,0.4,71
2025/1/6,赞皇县,48,2.129,48,11,10,18,0.6,58
2025/1/6,平山县,48,2.576,48,16,8,30,0.6,64
2025/1/6,山海关区,47,2.829,37,27,7,37,0.5,58
2025/1/6,邯山区,46,2.606,46,23,10,26,0.4,60
2025/1/6,内丘县,46,2.42,46,16,9,26,0.5,61
2025/1/6,任泽区,46,2.576,46,18,10,29,0.5,62
2025/1/6,丛台区,45,2.291,45,20,2,23,0.4,59
2025/1/6,南皮县,45,2.51,39,16,5,36,0.5,62
2025/1/6,河间市,45,2.466,42,12,7,36,0.4,65
2025/1/6,大城县,45,2.512,45,20,4,30,0.4,61
2025/1/6,古冶区,44,2.388,44,16,8,25,0.6,63
2025/1/6,肃宁县,44,2.407,44,16,8,28,0.4,62
2025/1/6,献县,44,2.371,44,14,7,28,0.4,68
2025/1/6,故城县,44,2.675,44,20,9,32,0.4,68
2025/1/6,唐县(保定),43,1.947,43,8,4,21,0.4,66
2025/1/6,安新县,43,2.436,43,18,8,26,0.4,68
2025/1/6,平泉市,43,2.966,40,30,18,24,1,62
2025/1/6,武邑县,43,2.46,36,16,8,34,0.4,65
2025/1/6,曹妃甸区,42,2.492,42,21,7,29,0.3,60
2025/1/6,抚宁区,42,2.363,42,14,12,26,0.5,62
2025/1/6,卢龙县,42,2.606,40,18,8,33,0.7,62
2025/1/6,临城县,42,2.212,42,16,10,20,0.4,62
2025/1/6,新河县,42,2.42,42,18,9,26,0.4,65
2025/1/6,雄县,42,2.206,42,10,5,29,0.4,66
2025/1/6,巨鹿县,41,2.351,41,20,6,24,0.4,63
2025/1/6,沧县,41,2.315,41,13,8,30,0.4,60
2025/1/6,路北区,40,2.427,40,18,7,29,0.4,64
2025/1/6,丰润区,40,2.547,40,18,6,32,0.8,58
2025/1/6,北戴河区,40,2.371,31,16,8,32,0.6,62
2025/1/6,高阳县,40,2.435,40,19,8,28,0.4,62
2025/1/6,高碑店市,40,2.38,36,13,8,32,0.6,66
2025/1/6,吴桥县,40,2.302,40,18,10,22,0.4,64
2025/1/6,黄骅市,40,2.111,29,10,10,32,0.3,59
2025/1/6,裕华区,39,1.95,39,16,4,16,0.4,59
2025/1/6,容城县,39,2.015,28,8,7,31,0.3,67
2025/1/6,饶阳县,39,2.362,36,14,10,31,0.4,65
2025/1/6,井陉县,38,1.893,38,8,8,20,0.4,62
2025/1/6,藁城区,38,1.867,38,9,4,20,0.4,64
2025/1/6,定兴县,38,2.093,27,12,5,30,0.4,69
2025/1/6,崇礼区,38,0.863,4,4,4,4,0.2,76
2025/1/6,海兴县,38,2.461,36,18,14,30,0.3,60
2025/1/6,盐山县,38,2.293,38,14,12,25,0.4,68
2025/1/6,孟村回族自治县,38,2.396,38,17,10,28,0.4,64
2025/1/6,文安县,38,2.443,36,21,4,30,0.4,66
2025/1/6,霸州市,38,2.148,34,11,4,30,0.5,65
2025/1/6,阜城县,38,2.293,38,13,7,30,0.4,66
2025/1/6,冀州区,38,2.305,36,12,10,30,0.4,69
2025/1/6,深州市,38,2.251,38,14,14,22,0.4,68
2025/1/6,路南区,37,2.236,37,16,6,25,0.4,68
2025/1/6,涿鹿县,37,0.939,12,4,4,3,0.2,74
2025/1/6,东光县,37,2.25,33,13,11,29,0.4,64
2025/1/6,安平县,37,2.269,32,16,10,29,0.5,54
2025/1/6,辛集市,36,1.708,27,10,4,18,0.3,71
2025/1/6,新乐市,36,1.484,20,8,6,14,0.3,71
2025/1/6,滦州市,36,2.401,36,16,10,28,0.7,62
2025/1/6,青龙满族自治县,36,1.802,25,12,8,16,0.5,71
2025/1/6,涞源县,36,1.639,22,7,15,12,0.5,72
2025/1/6,怀来县,36,0.971,7,6,6,4,0.2,72
2025/1/6,丰南区,35,2.331,34,21,5,28,0.4,58
2025/1/6,迁安市,35,2.02,34,15,7,16,0.6,70
2025/1/6,昌黎县,35,1.746,22,10,11,17,0.4,70
2025/1/6,隆尧县,35,2.276,34,16,8,28,0.4,64
2025/1/6,满城区,35,1.988,28,14,9,20,0.4,70
2025/1/6,阜平县,35,2.377,32,18,12,28,0.4,65
2025/1/6,徐水区,35,2.019,29,12,6,28,0.4,58
2025/1/6,望都县,35,1.777,26,12,6,17,0.4,70
2025/1/6,易县,35,2.462,34,20,13,24,0.6,70
2025/1/6,曲阳县,35,1.734,24,12,10,14,0.4,69
2025/1/6,顺平县,35,1.709,28,8,10,15,0.4,70
2025/1/6,博野县,35,1.881,26,8,12,22,0.4,69
2025/1/6,隆化县,35,2.59,34,20,20,28,0.6,56
2025/1/6,新华区(沧州),35,2.182,35,20,4,22,0.4,63
2025/1/6,青县,35,2.208,34,18,5,28,0.4,52
2025/1/6,广阳区,35,1.596,21,7,5,20,0.3,70
2025/1/6,定州市,34,1.824,30,12,8,16,0.4,67
2025/1/6,行唐县,34,1.642,26,8,4,18,0.4,68
2025/1/6,元氏县,34,1.842,34,10,8,19,0.4,58
2025/1/6,鹿泉区,34,1.967,34,18,4,18,0.3,60
2025/1/6,柏乡县,34,2.233,34,18,8,26,0.4,56
2025/1/6,莲池区,34,2.16,34,16,4,25,0.4,68
2025/1/6,竞秀区,34,2.057,32,14,3,24,0.5,68
2025/1/6,清苑区,34,1.919,34,13,3,20,0.4,66
2025/1/6,涞水县,34,1.942,28,14,10,18,0.4,68
2025/1/6,蠡县,34,2.068,34,16,6,22,0.3,64
2025/1/6,下花园区,34,1.3,13,4,6,15,0.4,68
2025/1/6,沽源县,34,0.978,8,4,6,6,0.3,68
2025/1/6,尚义县,34,0.911,11,6,2,3,0.2,68
2025/1/6,赤城县,34,1.015,10,4,8,6,0.2,68
2025/1/6,兴隆县,34,1.203,12,6,4,12,0.3,67
2025/1/6,桃城区,34,1.981,34,12,8,20,0.4,67
2025/1/6,武强县,34,2.242,34,17,8,25,0.4,66
2025/1/6,新华区(石家庄),33,1.365,33,0,3,15,0.4,59
2025/1/6,深泽县,33,1.773,28,10,6,19,0.4,66
2025/1/6,赵县,33,2.077,28,15,7,26,0.4,61
2025/1/6,开平区,33,2.131,30,16,8,24,0.4,66
2025/1/6,玉田县,33,1.742,22,10,4,26,0.3,56
2025/1/6,安国市,33,1.941,28,15,9,18,0.4,66
2025/1/6,桥西区(张家口),33,1.107,13,9,2,6,0.3,65
2025/1/6,康保县,33,0.711,5,3,4,1,0.2,66
2025/1/6,蔚县,33,1.947,28,12,13,16,0.7,66
2025/1/6,万全区,33,1.145,10,6,9,7,0.4,65
2025/1/6,双滦区,33,2.071,30,14,7,26,0.4,60
2025/1/6,滦平县,33,2.014,22,14,6,26,0.6,64
2025/1/6,泊头市,33,2.05,26,14,10,24,0.4,66
2025/1/6,安次区,33,1.669,18,7,3,26,0.4,66
2025/1/6,永清县,33,2.049,28,16,4,26,0.4,60
2025/1/6,景县,33,2.184,31,15,9,26,0.4,66
2025/1/6,正定县,32,1.609,27,6,5,20,0.3,63
2025/1/6,灵寿县,32,1.824,32,10,6,19,0.5,61
2025/1/6,无极县,32,1.507,20,8,7,16,0.3,64
2025/1/6,晋州市,32,1.682,27,8,7,18,0.4,64
2025/1/6,宁晋县,32,1.874,32,10,6,22,0.4,61
2025/1/6,桥东区,32,1.128,18,6,3,7,0.3,64
2025/1/6,宣化区,32,1.307,20,6,6,10,0.4,64
2025/1/6,怀安县,32,1.246,11,4,9,14,0.3,64
2025/1/6,宽城满族自治县,32,1.427,15,6,10,15,0.4,64
2025/1/6,围场满族蒙古族自治县,32,1.579,24,10,9,12,0.4,64
2025/1/6,运河区,32,2.044,30,15,7,25,0.2,63
2025/1/6,固安县,32,1.808,27,10,7,22,0.3,63
2025/1/6,香河县,32,1.494,16,9,2,20,0.3,64
2025/1/6,三河市,32,1.219,18,5,6,10,0.3,63
2025/1/6,井陉矿区,31,1.829,30,8,8,22,0.4,62
2025/1/6,栾城区,31,1.752,26,12,6,18,0.4,62
2025/1/6,高邑县,31,1.984,31,12,10,23,0.4,57
2025/1/6,遵化市,31,1.898,23,13,7,23,0.5,61
2025/1/6,阳原县,31,1.125,20,5,5,6,0.3,62
2025/1/6,双桥区,31,1.653,28,11,5,16,0.3,61
2025/1/6,鹰手营子矿区,31,1.434,18,8,4,16,0.4,61
2025/1/6,承德县,31,1.659,24,10,7,17,0.4,62
2025/1/6,丰宁满族自治县,31,1.493,20,10,8,11,0.5,62
2025/1/6,长安区,30,1.771,30,14,4,17,0.3,60
2025/1/6,桥西区(石家庄),30,1.878,30,16,4,19,0.3,60
2025/1/6,大厂回族自治县,30,1.301,20,8,4,10,0.4,59
2025/1/6,迁西县,29,1.622,24,14,7,10,0.6,58
2025/1/6,张北县,29,0.912,6,4,6,7,0.3,58
2025/1/7,献县,66,3.114,81,17,8,32,0.6,62
2025/1/7,广平县,65,4.051,79,38,16,36,1.2,59
2025/1/7,肥乡区,63,4.037,76,39,12,39,1,66
2025/1/7,广宗县,63,3.921,70,34,12,50,0.7,52
2025/1/7,平乡县,62,3.84,74,35,11,45,0.8,44
2025/1/7,威县,62,4.091,74,38,16,45,0.8,57
2025/1/7,曲周县,61,3.924,71,34,14,46,0.9,53
2025/1/7,邱县,60,3.591,70,31,10,40,0.8,54
2025/1/7,魏县,60,3.721,70,34,9,38,1,64
2025/1/7,南和区,60,3.443,58,25,12,48,0.8,48
2025/1/7,临西县,60,3.918,69,37,18,42,0.8,52
2025/1/7,临漳县,59,3.576,68,30,13,35,1.1,61
2025/1/7,大名县,59,3.653,67,34,12,39,0.7,60
2025/1/7,新河县,59,3.756,62,33,14,47,0.7,55
2025/1/7,沙河市,59,3.672,67,29,16,41,1,55
2025/1/7,雄县,59,2.8,67,15,5,34,0.4,61
2025/1/7,肃宁县,59,2.87,68,16,10,31,0.5,60
2025/1/7,清河县,57,3.546,63,30,14,42,0.6,57
2025/1/7,清苑区,57,2.456,64,14,4,22,0.4,68
2025/1/7,沧县,57,3.33,63,24,12,42,0.6,55
2025/1/7,孟村回族自治县,57,3.592,64,30,14,44,0.6,54
2025/1/7,任丘市,57,3.082,63,19,14,36,0.5,61
2025/1/7,河间市,57,3.059,63,18,11,39,0.5,58
2025/1/7,枣强县,57,3.421,64,30,12,37,0.6,60
2025/1/7,成安县,56,3.407,62,27,12,37,0.9,64
2025/1/7,鸡泽县,56,3.297,62,24,12,39,0.8,56
2025/1/7,武安市,56,3.492,62,18,28,37,1.3,60
2025/1/7,文安县,56,3.456,62,32,6,41,0.6,61
2025/1/7,永年区,55,3.361,60,22,18,38,1.1,56
2025/1/7,宁晋县,55,3.412,60,24,15,43,0.8,55
2025/1/7,南宫市,55,3.443,57,26,16,44,0.6,59
2025/1/7,安新县,55,2.569,59,16,9,24,0.4,67
2025/1/7,青县,55,3.27,60,33,8,35,0.6,50
2025/1/7,盐山县,55,3.215,59,24,16,36,0.6,59
2025/1/7,南皮县,55,3.262,58,25,6,44,0.6,59
2025/1/7,大城县,55,3.248,60,29,6,38,0.6,58
2025/1/7,馆陶县,54,3.607,58,32,14,43,0.9,53
2025/1/7,隆尧县,54,3.296,48,26,13,43,0.8,60
2025/1/7,吴桥县,54,3.203,57,28,14,34,0.6,57
2025/1/7,复兴区,53,3.3,56,25,16,35,1.1,59
2025/1/7,任泽区,53,3.24,56,23,14,40,0.8,56
2025/1/7,蠡县,53,2.544,56,17,8,26,0.4,60
2025/1/7,运河区,53,3.129,55,26,9,40,0.4,56
2025/1/7,海兴县,53,3.277,52,25,20,42,0.5,50
2025/1/7,黄骅市,53,2.941,45,21,10,42,0.6,53
2025/1/7,冀州区,53,3.231,52,24,14,42,0.6,59
2025/1/7,赵县,52,3.102,49,23,11,41,0.7,58
2025/1/7,乐亭县,52,2.611,54,16,14,27,0.6,52
2025/1/7,博野县,52,2.763,54,14,16,32,0.6,60
2025/1/7,新华区(沧州),52,3.064,54,29,5,38,0.4,53
2025/1/7,襄都区,51,2.822,51,16,7,40,0.8,51
2025/1/7,巨鹿县,51,3.285,51,29,11,40,0.8,55
2025/1/7,唐县(保定),51,2.148,51,9,6,22,0.4,66
2025/1/7,东光县,51,2.901,52,20,12,36,0.5,58
2025/1/7,故城县,51,3.399,52,32,13,40,0.6,60
2025/1/7,高阳县,50,2.599,50,18,8,29,0.5,62
2025/1/7,饶阳县,50,2.581,50,15,12,30,0.4,62
2025/1/7,磁县,49,2.901,49,23,12,30,0.7,67
2025/1/7,容城县,49,2.375,49,10,8,30,0.4,65
2025/1/7,武邑县,49,2.866,42,24,10,39,0.6,46
2025/1/7,景县,49,3.02,49,25,12,36,0.6,57
2025/1/7,裕华区,48,2.549,48,20,4,29,0.4,64
2025/1/7,滦南县,48,2.618,48,17,11,29,0.8,54
2025/1/7,邯山区,48,3.19,48,26,13,38,0.9,59
2025/1/7,莲池区,48,2.386,48,18,4,24,0.4,67
2025/1/7,望都县,48,2.361,48,14,6,26,0.4,68
2025/1/7,安国市,48,2.505,48,18,13,24,0.4,62
2025/1/7,霸州市,48,2.671,47,17,5,38,0.5,57
2025/1/7,安平县,48,2.753,48,21,10,36,0.4,48
2025/1/7,阜城县,48,2.749,48,20,10,34,0.4,60
2025/1/7,深州市,48,2.887,48,20,16,34,0.5,62
2025/1/7,辛集市,47,2.786,47,23,8,35,0.5,52
2025/1/7,丛台区,47,2.825,47,20,11,32,1,56
2025/1/7,灵寿县,46,2.119,46,12,6,20,0.5,63
2025/1/7,柏乡县,46,2.918,46,24,12,35,0.6,56
2025/1/7,易县,46,2.728,46,20,15,26,0.8,64
2025/1/7,桃城区,46,2.738,46,22,11,30,0.6,59
2025/1/7,武强县,46,2.686,46,22,9,30,0.5,60
2025/1/7,栾城区,45,2.657,44,18,8,36,0.5,57
2025/1/7,行唐县,44,2.398,44,14,6,29,0.6,63
2025/1/7,竞秀区,44,2.294,44,16,2,25,0.5,68
2025/1/7,顺平县,44,2.107,44,10,10,20,0.4,68
2025/1/7,藁城区,43,2.418,42,12,6,34,0.6,60
2025/1/7,信都区,43,2.5,43,17,9,28,0.7,60
2025/1/7,无极县,42,2.255,33,11,8,33,0.6,58
2025/1/7,涉县,42,2.442,42,14,13,24,0.8,68
2025/1/7,内丘县,42,2.321,42,14,11,26,0.6,54
2025/1/7,阜平县,42,2.6,42,20,13,28,0.4,66
2025/1/7,徐水区,42,1.989,42,11,6,20,0.4,60
2025/1/7,涿州市,42,2.386,42,14,10,31,0.4,55
2025/1/7,泊头市,42,2.667,42,21,13,31,0.5,56
2025/1/7,新华区(石家庄),41,1.805,41,0,3,28,0.4,59
2025/1/7,晋州市,41,2.434,41,14,10,32,0.6,53
2025/1/7,滦州市,41,2.309,41,14,10,28,0.6,49
2025/1/7,正定县,40,2.136,40,8,7,29,0.4,63
2025/1/7,高邑县,40,2.465,40,14,12,32,0.5,59
2025/1/7,元氏县,40,2.281,40,12,10,27,0.6,60
2025/1/7,满城区,40,2.207,40,14,10,21,0.4,71
2025/1/7,永清县,40,2.353,40,20,4,28,0.4,55
2025/1/7,深泽县,39,2.404,39,17,7,31,0.4,59
2025/1/7,峰峰矿区,39,2.469,39,16,13,26,0.8,62
2025/1/7,蔚县,39,1.719,39,8,11,8,0.4,72
2025/1/7,井陉县,38,2.074,38,8,8,26,0.4,67
2025/1/7,赞皇县,38,1.737,38,6,10,14,0.4,65
2025/1/7,鹿泉区,38,2.13,36,18,5,18,0.4,75
2025/1/7,临城县,38,2.247,38,15,12,22,0.6,60
2025/1/7,曲阳县,38,2.156,38,14,12,20,0.5,62
2025/1/7,平泉市,38,2.606,32,26,18,20,0.8,65
2025/1/7,定州市,37,2.066,37,12,9,23,0.4,59
2025/1/7,青龙满族自治县,37,1.37,16,8,6,10,0.4,74
2025/1/7,涞水县,37,2.178,37,16,10,22,0.4,60
2025/1/7,涞源县,37,1.674,37,7,14,6,0.4,74
2025/1/7,高碑店市,37,1.916,37,8,8,22,0.4,60
2025/1/7,崇礼区,37,0.874,6,5,5,2,0.2,74
2025/1/7,长安区,36,2.049,36,12,4,25,0.4,64
2025/1/7,井陉矿区,35,1.812,26,10,7,20,0.4,70
2025/1/7,丰润区,35,2.141,30,14,6,28,0.6,58
2025/1/7,下花园区,35,1.149,12,4,5,10,0.4,69
2025/1/7,固安县,35,1.962,31,10,8,28,0.3,52
2025/1/7,平山县,34,1.89,34,8,6,22,0.4,68
2025/1/7,新乐市,34,2.14,34,13,8,24,0.6,64
2025/1/7,桥东区,34,1.136,16,6,4,7,0.3,67
2025/1/7,阳原县,34,1.243,28,5,6,4,0.3,68
2025/1/7,怀安县,34,1.236,20,4,10,8,0.2,67
2025/1/7,万全区,34,1.101,14,5,8,5,0.3,68
2025/1/7,涿鹿县,34,0.945,15,4,4,3,0.2,68
2025/1/7,桥西区(石家庄),33,2.065,32,15,4,24,0.4,66
2025/1/7,遵化市,33,2.133,30,15,6,26,0.7,56
2025/1/7,山海关区,33,1.872,22,14,5,26,0.4,52
2025/1/7,昌黎县,33,1.435,16,7,12,12,0.4,65
2025/1/7,定兴县,33,2.012,32,12,6,24,0.4,66
2025/1/7,桥西区(张家口),33,1.084,16,5,3,7,0.3,66
2025/1/7,宣化区,33,1.108,18,4,6,7,0.2,66
2025/1/7,尚义县,33,1.002,20,6,2,2,0.2,66
2025/1/7,怀来县,33,0.84,8,4,6,2,0.2,66
2025/1/7,双滦区,33,1.744,23,10,7,20,0.4,66
2025/1/7,承德县,33,1.707,25,10,8,17,0.4,65
2025/1/7,滦平县,33,1.581,16,9,5,19,0.5,66
2025/1/7,广阳区,33,1.503,24,6,5,17,0.3,65
2025/1/7,路北区,32,1.895,26,12,6,25,0.4,57
2025/1/7,玉田县,32,1.618,18,9,4,25,0.4,50
2025/1/7,曹妃甸区,32,1.907,31,12,5,25,0.3,54
2025/1/7,迁安市,32,1.69,29,12,8,12,0.4,64
2025/1/7,沽源县,32,1.006,14,4,7,4,0.3,64
2025/1/7,双桥区,32,1.9,30,15,4,19,0.4,64
2025/1/7,三河市,32,1.219,18,5,6,10,0.3,63
2025/1/7,康保县,31,0.693,6,3,2,1,0.3,62
2025/1/7,赤城县,31,0.935,11,4,8,4,0.2,61
2025/1/7,兴隆县,31,1.35,14,8,5,14,0.4,62
2025/1/7,隆化县,31,1.628,19,10,11,16,0.4,62
2025/1/7,宽城满族自治县,31,1.443,14,8,14,13,0.3,61
2025/1/7,围场满族蒙古族自治县,31,1.25,14,8,14,6,0.2,62
2025/1/7,路南区,30,1.675,22,10,6,20,0.4,60
2025/1/7,古冶区,30,1.903,30,8,8,24,0.6,58
2025/1/7,开平区,30,1.696,20,12,7,19,0.4,60
2025/1/7,北戴河区,30,1.667,17,9,7,24,0.4,56
2025/1/7,抚宁区,30,1.807,30,10,7,20,0.5,56
2025/1/7,鹰手营子矿区,30,1.191,16,8,5,9,0.2,60
2025/1/7,丰宁满族自治县,30,1.426,18,10,8,9,0.6,60
2025/1/7,安次区,30,1.6,23,8,4,20,0.4,60
2025/1/7,香河县,30,1.342,19,6,3,17,0.2,60
2025/1/7,丰南区,29,1.768,22,14,4,23,0.4,50
2025/1/7,卢龙县,29,1.817,26,9,8,23,0.6,53
2025/1/7,张北县,29,0.984,10,6,8,5,0.2,58
2025/1/7,海港区,28,1.783,24,15,4,22,0.3,51
2025/1/7,大厂回族自治县,28,1.347,24,8,6,11,0.2,56
2025/1/7,迁西县,26,1.531,26,12,7,9,0.6,52
2025/1/8,武安市,76,3.341,101,19,13,26,0.6,54
2025/1/8,赞皇县,73,2.961,96,16,8,18,0.6,64
2025/1/8,沙河市,73,3.353,95,22,7,31,0.4,60
2025/1/8,永年区,72,3.133,93,20,8,26,0.4,56
2025/1/8,任泽区,72,3.264,94,22,10,25,0.4,64
2025/1/8,信都区,69,2.806,88,17,6,19,0.4,62
2025/1/8,复兴区,68,3.037,85,22,6,24,0.5,59
2025/1/8,南和区,68,3.025,86,22,7,23,0.4,60
2025/1/8,内丘县,67,2.906,84,19,9,21,0.4,62
2025/1/8,临城县,66,2.759,82,16,6,21,0.4,65
2025/1/8,襄都区,65,2.581,80,13,4,20,0.4,64
2025/1/8,柏乡县,64,2.951,78,22,8,24,0.3,64
2025/1/8,宁晋县,64,2.919,77,16,6,30,0.4,66
2025/1/8,平乡县,63,3.091,76,30,4,24,0.4,61
2025/1/8,临漳县,62,2.691,74,16,8,22,0.4,63
2025/1/8,肥乡区,62,2.762,73,16,6,26,0.4,66
2025/1/8,鸡泽县,61,2.867,72,20,7,26,0.5,60
2025/1/8,广宗县,61,2.981,72,25,6,26,0.4,62
2025/1/8,高邑县,60,2.591,70,13,8,24,0.3,66
2025/1/8,元氏县,60,2.328,70,10,4,19,0.4,64
2025/1/8,藁城区,60,2.27,69,10,4,16,0.4,69
2025/1/8,丛台区,60,2.412,70,14,3,20,0.4,58
2025/1/8,成安县,60,2.783,69,18,8,26,0.5,60
2025/1/8,磁县,60,2.697,70,18,8,23,0.4,60
2025/1/8,魏县,60,2.997,69,24,6,30,0.4,60
2025/1/8,广平县,59,2.829,68,22,10,24,0.4,58
2025/1/8,新河县,59,2.821,68,22,8,24,0.4,62
2025/1/8,赵县,58,2.3,66,13,4,17,0.3,67
2025/1/8,大名县,58,2.881,66,24,8,26,0.5,55
2025/1/8,曲周县,58,2.881,66,21,6,30,0.4,62
2025/1/8,隆尧县,58,2.755,66,19,6,26,0.4,67
2025/1/8,威县,58,3.044,66,26,11,28,0.4,60
2025/1/8,深州市,58,2.692,65,21,12,19,0.4,62
2025/1/8,辛集市,57,2.411,64,17,4,18,0.4,63
2025/1/8,邯山区,57,2.564,63,18,6,22,0.5,60
2025/1/8,邱县,57,2.678,64,18,6,28,0.4,56
2025/1/8,峰峰矿区,56,2.457,62,16,8,19,0.6,57
2025/1/8,临西县,56,2.87,62,22,10,30,0.4,54
2025/1/8,巨鹿县,55,2.652,60,23,6,22,0.4,62
2025/1/8,新华区(石家庄),54,1.349,58,0,2,0,0.3,66
2025/1/8,正定县,54,2.031,58,8,4,15,0.3,73
2025/1/8,晋州市,54,2.04,58,10,6,12,0.4,68
2025/1/8,涉县,54,2.798,58,17,14,28,0.8,56
2025/1/8,清河县,54,2.787,58,22,7,30,0.4,58
2025/1/8,南宫市,54,2.738,57,16,10,33,0.4,60
2025/1/8,大城县,54,2.245,58,15,3,18,0.3,66
2025/1/8,定州市,53,1.959,55,12,7,8,0.3,70
2025/1/8,长安区,53,1.994,55,14,2,11,0.3,68
2025/1/8,裕华区,53,2.07,55,18,2,11,0.2,66
2025/1/8,井陉县,53,2.343,56,12,9,22,0.4,64
2025/1/8,栾城区,53,1.698,56,12,4,0,0.2,70
2025/1/8,枣强县,53,2.609,55,17,9,27,0.4,66
2025/1/8,阜城县,53,2.588,55,16,8,28,0.4,66
2025/1/8,无极县,52,1.875,54,8,6,12,0.2,68
2025/1/8,馆陶县,52,2.681,53,22,8,28,0.4,58
2025/1/8,吴桥县,52,2.663,54,21,10,26,0.3,64
2025/1/8,武邑县,52,2.806,53,23,7,32,0.4,60
2025/1/8,沧县,51,2.174,52,10,8,22,0.2,66
2025/1/8,东光县,51,2.505,52,14,9,29,0.3,66
2025/1/8,南皮县,51,2.475,52,16,3,28,0.4,68
2025/1/8,献县,51,2.077,51,12,4,16,0.4,70
2025/1/8,武强县,51,2.374,51,18,6,22,0.3,65
2025/1/8,桥西区(石家庄),50,1.929,50,16,2,10,0.2,68
2025/1/8,安平县,49,2.377,49,16,8,27,0.4,50
2025/1/8,故城县,49,2.724,49,22,8,30,0.4,66
2025/1/8,乐亭县,48,2.008,48,12,10,12,0.4,66
2025/1/8,肃宁县,48,2.446,48,18,8,25,0.4,62
2025/1/8,孟村回族自治县,48,2.509,48,17,9,27,0.4,66
2025/1/8,桃城区,48,2.272,48,17,6,22,0.3,60
2025/1/8,饶阳县,48,2.51,48,16,10,29,0.4,60
2025/1/8,新华区(沧州),47,2.135,47,21,2,15,0.2,65
2025/1/8,鹿泉区,46,2.278,46,22,4,17,0.3,68
2025/1/8,盐山县,46,2.278,46,13,12,22,0.3,68
2025/1/8,景县,45,2.419,45,18,9,24,0.4,66
2025/1/8,灵寿县,44,1.75,44,8,4,13,0.3,68
2025/1/8,深泽县,44,1.819,44,10,4,14,0.3,66
2025/1/8,新乐市,44,1.717,44,9,6,8,0.3,73
2025/1/8,井陉矿区,42,2.012,42,8,8,22,0.4,64
2025/1/8,蠡县,42,2.049,42,16,4,20,0.2,60
2025/1/8,崇礼区,42,0.886,4,5,4,2,0.2,83
2025/1/8,青龙满族自治县,41,1.107,11,6,4,6,0.2,82
2025/1/8,运河区,41,1.877,41,12,4,17,0.2,65
2025/1/8,任丘市,41,2.317,41,14,12,25,0.3,69
2025/1/8,平山县,40,1.895,40,10,6,16,0.4,70
2025/1/8,冀州区,40,2.223,40,14,8,26,0.4,59
2025/1/8,遵化市,39,1.084,13,7,4,4,0.2,77
2025/1/8,阜平县,39,2.003,31,18,11,12,0.3,78
2025/1/8,蔚县,39,1.352,14,11,6,6,0.4,78
2025/1/8,路南区,38,1.407,23,10,4,7,0.3,76
2025/1/8,丰润区,38,1.309,20,8,3,7,0.4,75
2025/1/8,满城区,38,1.406,24,6,7,10,0.2,76
2025/1/8,清苑区,38,1.667,38,8,2,16,0.2,66
2025/1/8,涞水县,38,1.316,18,9,8,6,0.2,75
2025/1/8,易县,38,1.785,24,14,10,12,0.4,76
2025/1/8,雄县,38,1.67,38,6,3,16,0.3,69
2025/1/8,双滦区,38,1.086,20,4,4,4,0.2,75
2025/1/8,滦平县,38,0.876,10,4,3,2,0.2,75
2025/1/8,青县,38,1.768,38,13,4,13,0.4,58
2025/1/8,泊头市,38,2.233,38,13,9,27,0.3,67
2025/1/8,河间市,38,2.006,38,10,8,22,0.3,67
2025/1/8,广阳区,38,1.287,23,4,3,11,0.2,75
2025/1/8,开平区,37,1.469,20,8,4,14,0.3,74
2025/1/8,滦南县,37,1.839,37,12,7,12,0.4,72
2025/1/8,迁安市,37,1.304,28,7,4,4,0.3,74
2025/1/8,昌黎县,37,1.096,12,6,7,5,0.2,74
2025/1/8,定兴县,37,1.304,23,6,4,8,0.3,74
2025/1/8,涞源县,37,1.337,16,6,15,5,0.4,74
2025/1/8,下花园区,37,1.207,15,4,10,6,0.4,74
2025/1/8,怀来县,37,0.902,10,4,5,2,0.2,74
2025/1/8,涿鹿县,37,0.884,14,4,2,1,0.2,74
2025/1/8,赤城县,37,0.823,7,3,6,1,0.2,74
2025/1/8,承德县,37,1.043,21,4,4,2,0.2,74
2025/1/8,兴隆县,37,0.823,8,4,2,2,0.2,74
2025/1/8,平泉市,37,1.184,8,7,8,7,0.4,74
2025/1/8,隆化县,37,1.016,18,4,5,2,0.2,74
2025/1/8,文安县,37,2.008,32,18,3,17,0.4,74
2025/1/8,行唐县,36,1.449,34,6,4,8,0.3,72
2025/1/8,路北区,36,1.421,21,8,4,11,0.4,72
2025/1/8,古冶区,36,1.296,23,7,4,6,0.4,72
2025/1/8,抚宁区,36,1.4,23,8,4,10,0.3,72
2025/1/8,唐县(保定),36,1.414,36,4,4,8,0.3,71
2025/1/8,高阳县,36,1.989,36,14,6,20,0.3,64
2025/1/8,容城县,36,1.38,24,5,6,12,0.2,71
2025/1/8,望都县,36,1.46,29,8,4,10,0.2,72
2025/1/8,曲阳县,36,1.706,34,12,8,8,0.4,71
